label,message,spam_type,cleaned_message
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",ham,go write msg put dictionary mode cover screen hand press lt gt gently remove ur hand interesting
ham,Okie...,ham,okie
ham,"Hi this is yijue, can i meet u at 11 tmr?",ham,hi yijue meet u tmr
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,ham,posible dnt live lt gt century cm frwd n thnk different
ham,But i dint slept in afternoon.,ham,dint slept afternoon
ham,That seems unnecessarily affectionate,ham,seems unnecessarily affectionate
ham,Yar else i'll thk of all sorts of funny things.,ham,yar else thk sort funny thing
ham,You will be in the place of that man,ham,place man
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 Â£3",general_spam,download many ringtones u like restriction choose u even send yr buddy txt sir
ham,Thats cool. How was your day?,ham,thats cool day
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,general_spam,please call immediately urgent message waiting
ham,R we going with the  &lt;#&gt;  bus?,ham,r going lt gt bus
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",ham,hello love went day alright think sweet send jolt heart remind love hear screamed across sea world hear ahmad al hallaq loved owned possessive passionate kiss
ham,No..he joined today itself.,ham,joined today
ham,Okay same with me. Well thanks for the clarification,ham,okay well thanks clarification
ham,I'll talk to the others and probably just come early tomorrow then,ham,talk others probably come early tomorrow
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",promotion,spook mob halloween collection logo pic message plus free eerie tone txt card spook zed p per logo pic
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",ham,money issue weigh thanks breathe easier make sure dont regret thanks
ham,Hi. I'm sorry i missed your call. Can you pls call back.,ham,hi sorry missed call pls call back
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham,hope settled new school year wishin gr day
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",general_spam,fantasy football back tv go sky gamestar sky active play k dream team scoring start saturday register sky opt
ham,Ok then no need to tell me anything i am going to sleep good night,ham,ok need tell anything going sleep good night
ham,Ok try to do week end course in coimbatore.,ham,ok try week end course coimbatore
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,promotion,tone club sub expired sub reply monoc mono polyc polys weekly p per week txt stop stop msg free stream
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),ham,v nice sheffield tom air opinion category b used measure ethnicity next census busy transcribing
ham,If you r @ home then come down within 5 min,ham,r home come within min
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",ham,boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided aproach gal dt time truck speeding towards gal wn hit girl boy ran like hell n saved asked hw cn u run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily gthr drinking boost evrydy moral story hv free msg gud ni
ham,"That day Ã¼ say Ã¼ cut ur hair at paragon, is it called hair sense? Do Ã¼ noe how much is a hair cut?",ham,day say cut ur hair paragon called hair sense noe much hair cut
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",ham,hmm many unfortunately pic obviously arent hot cake kinda fun tho
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,ham,watching tv lor funny bluff wat izzit thk impossible u
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,lottery,xmas prize draw trying contact u today draw show prize guaranteed call land line valid hr
ham,Dunno lei he neva say...,ham,dunno lei neva say
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,ham,thanx day u r goodmate think ur rite sary asusual u cheered love u franyxxxxx
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,ham,way home went change batt watch go shop bit lor
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,adult,yes place town meet exciting adult single uk txt chat p msg
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",ham,hi mobile lt gt added contact list www fullonsms com great place send free sm people visit fullonsms com
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",ham,good evening sir hope nice day wanted bring notice late paying rent past month pay lt gt charge felt would inconsiderate nag something give great cost didnt speak however recession wont able pay charge month hence askin well ahead month end please help thank everything
ham,"If i let you do this, i want you in the house by 8am.",ham,let want house
ham,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn",ham,best line said love wait till day forget u day u realize u cannot forget gn
ham,I will reach before ten morning,ham,reach ten morning
ham,Your pussy is perfect!,ham,pussy perfect
ham,"Sorry, I'll call later",ham,sorry call later
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",general_spam,someone contacted dating service entered phone becausethey fancy find call landline pobox w rg p
ham,No message..no responce..what happend?,ham,message responce happend
ham,Also where's the piece,ham,also piece
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",ham,wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal
ham,Boo. How's things? I'm back at home and a little bored already :-(,ham,boo thing back home little bored already
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,ham,first gained lt gt kg since took second done blood sugar test ok blood pressure within normal limit worry
ham,PICK UR FONE UP NOW U DUMB?,ham,pick ur fone u dumb
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",ham,thanks da thangam feel happy dear also miss da
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff.",ham,okey doke home dressed co laying around ill speak later bout time stuff
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,ham,run away frm u walk slowly amp kill u care enough stop
ham,"Babe, I'm back ... Come back to me ...",ham,babe back come back
ham,Well you told others you'd marry them...,ham,well told others marry
ham,Neshanth..tel me who r u?,ham,neshanth tel r u
ham,YO YO YO BYATCH WHASSUP?,ham,yo yo yo byatch whassup
ham,Oh... Kay... On sat right?,ham,oh kay sat right
ham,Hi! This is Roger from CL. How are you?,ham,hi roger cl
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),adult,babe u want dont u baby im nasty thing filthyguys fancy rude time sexy bitch go slo n hard txt xxx slo msg
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,ham,oh oh wasted den muz chiong sat n sun liao
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,ham,jesus christ bitch trying give drug answer fucking phone
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,ham,please give pick tuesday evening ok
ham,I'm meeting Darren...,ham,meeting darren
ham,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",ham,one best dialogue cute reltnship wen die dont come near body bcoz hand may come wipe ur tear time gud ni
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham,solve case man found murdered lt decimal gt lt gt afternoon wife called police police questioned everyone wife sir sleeping murder took place cook cooking gardener picking vegetable house maid went post office child went play neighbour went marriage police arrested murderer immediately reply reason u r brilliant
ham,Dear where you will be when i reach there,ham,dear reach
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),ham,aww first time u said u missed without asking missed u first love
